dateid,platform,gamemode,mapname,matchid,roundnumber,objectivelocation,winrole,endroundreason,roundduration,clearancelevel,skillrank,role,team,haswon,operator,nbkills,isdead,primaryweapon,primaryweapontype,primarysight,primarygrip,primaryunderbarrel,primarybarrel,secondaryweapon,secondaryweapontype,secondarysight,secondarygrip,secondaryunderbarrel,secondarybarrel,secondarygadget
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,39,Gold,Attacker,0,1,SAS-SLEDGE,4,0,M590A1,Shotguns,None,None,Laser,None,SMG-11,Submachine_Guns,Reflex,Vertical,Laser,Flash,FRAG_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,76,Gold,Defender,0,1,GIGN-DOC,1,0,MP5,Submachine_Guns,Acog,Vertical,None,Flash,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,56,Gold,Attacker,0,1,GIGN-TWITCH,0,0,F2,Assault_Rifles,Acog,Vertical,None,Compensator,P9,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,39,Gold,Defender,0,1,BOPE-CAVEIRA,1,0,M12,Submachine_Guns,Reflex,None,Laser,MuzzleBrake,PRB92,Pistols,None,None,Laser,None,IMPACT_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,76,Gold,Defender,0,1,SAS-MUTE,3,0,M590A1,Shotguns,None,None,None,None,P226_MK_25,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,50,Unranked,Attacker,1,0,SWAT-THERMITE,1,1,556XI,Assault_Rifles,RedDot,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,MuzzleBrake,SMOKE_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,99,Gold,Attacker,1,0,SAS-THATCHER,0,1,AR33,Assault_Rifles,Reflex,Vertical,Laser,Compensator,P226_MK_25,Pistols,None,None,None,None,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,12,Gold,Defender,1,0,GSG9-JAGER,0,1,416-C_CARBINE,Assault_Rifles,Reflex,Vertical,None,Flash,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,1,Unranked,Defender,1,0,SAS-MUTE,0,1,MP5K,Submachine_Guns,RedDot,None,None,Suppressor,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,1,Unranked,Defender,1,0,NAVYSEAL-VALKYRIE,0,1,MPX,Submachine_Guns,None,None,None,None,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,1,Unranked,Attacker,1,0,SAT-HIBANA,1,1,TYPE-89,Assault_Rifles,None,None,None,None,BEARING_9,Submachine_Guns,None,None,None,None,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,12,Gold,Attacker,1,0,SWAT-ASH,0,1,R4-C,Assault_Rifles,Reflex,Vertical,None,Compensator,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,71,Silver,Attacker,0,1,SPETSNAZ-FUZE,4,0,AK-12,Assault_Rifles,Acog,Vertical,None,Suppressor,GSH-18,Pistols,None,None,(null),None,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,1,Unranked,Attacker,1,0,SAT-HIBANA,0,1,TYPE-89,Assault_Rifles,None,None,None,None,BEARING_9,Submachine_Guns,None,None,None,None,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,70,Gold,Defender,0,1,NAVYSEAL-VALKYRIE,2,0,MPX,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,71,Silver,Attacker,0,1,GIGN-MONTAGNE,1,1,Shield,Shield,None,None,None,None,LFP586,Pistols,None,None,Laser,None,STUN_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,99,Gold,Defender,1,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,Laser,Suppressor,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,71,Silver,Defender,0,1,GSG9-JAGER,1,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,HeavyBarrel,P12,Pistols,None,None,None,MuzzleBrake,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,50,Unranked,Defender,1,0,G.E.O.-MIRA,0,1,VECTOR_.45_ACP,Submachine_Guns,Reflex,Vertical,None,Suppressor,ITA12S,Shotguns,RedDot,None,Laser,None,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,99,Gold,Defender,1,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,Laser,Suppressor,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,70,Gold,Attacker,0,1,SWAT-ASH,0,0,G36C,Assault_Rifles,Acog,Angle,None,Suppressor,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,0,Unranked,Defender,1,0,BOPE-CAVEIRA,0,1,SPAS-15,Shotguns,None,None,None,None,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,56,Gold,Attacker,0,1,GIGN-TWITCH,0,0,SG-CQB,Shotguns,None,None,None,None,P9,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,70,Gold,Attacker,0,1,SWAT-ASH,0,0,G36C,Assault_Rifles,Acog,Angle,None,Suppressor,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,76,Gold,Attacker,0,1,SWAT-THERMITE,0,0,556XI,Assault_Rifles,Acog,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,Laser,MuzzleBrake,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,12,Gold,Defender,1,0,GSG9-JAGER,0,1,416-C_CARBINE,Assault_Rifles,Reflex,Vertical,None,Flash,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,50,Unranked,Defender,1,0,G.E.O.-MIRA,0,1,VECTOR_.45_ACP,Submachine_Guns,Reflex,Vertical,None,Suppressor,ITA12S,Shotguns,RedDot,None,Laser,None,DEPLOYABLE_SHIELD
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,12,Gold,Attacker,1,0,SWAT-ASH,0,1,R4-C,Assault_Rifles,Reflex,Vertical,None,Compensator,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,0,Unranked,Attacker,1,0,GIGN-TWITCH,0,1,F2,Assault_Rifles,RedDot,Vertical,None,None,P9,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,39,Gold,Defender,0,1,BOPE-CAVEIRA,1,1,M12,Submachine_Guns,Reflex,None,Laser,MuzzleBrake,PRB92,Pistols,None,None,Laser,None,IMPACT_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,50,Unranked,Attacker,1,0,SWAT-THERMITE,1,1,556XI,Assault_Rifles,RedDot,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,MuzzleBrake,SMOKE_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,70,Gold,Defender,0,1,NAVYSEAL-VALKYRIE,0,1,MPX,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,76,Gold,Attacker,0,1,SWAT-THERMITE,0,0,556XI,Assault_Rifles,Acog,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,Laser,MuzzleBrake,CLAYMORE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,1,ARCHIVES,Attacker,DefendersEliminated,179,0,Unranked,Defender,1,0,BOPE-CAVEIRA,1,1,SPAS-15,Shotguns,None,None,None,None,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,3,GARAGE,Attacker,DefendersEliminated,136,39,Gold,Attacker,0,1,SAS-SLEDGE,1,0,M590A1,Shotguns,None,None,Laser,None,SMG-11,Submachine_Guns,Reflex,Vertical,Laser,Flash,FRAG_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,71,Silver,Defender,0,1,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Reflex,None,None,Suppressor,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,99,Gold,Attacker,1,0,G.E.O.-JACKAL,0,1,C7E,Assault_Rifles,Acog,Vertical,Laser,Compensator,USP40,Pistols,None,None,Laser,MuzzleBrake,BREACH_CHARGE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,56,Gold,Defender,0,1,GIGN-ROOK,0,1,SG-CQB,Shotguns,Reflex,Vertical,Laser,None,P9,Pistols,None,None,None,Suppressor,IMPACT_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,2,GARAGE,Defender,AttackersEliminated,178,56,Gold,Defender,0,1,GIGN-ROOK,1,0,SG-CQB,Shotguns,Reflex,Vertical,Laser,None,P9,Pistols,None,None,None,Suppressor,IMPACT_GRENADE
20170212,XONE,SECURE_AREA,CONSULATE,1522760761,4,ARCHIVES,Defender,AttackersEliminated,214,0,Unranked,Attacker,1,0,BOPE-CAPITAO,2,1,PARA-308,Assault_Rifles,None,None,None,None,PRB92,Pistols,None,None,None,None,CLAYMORE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,36,Bronze,Defender,1,0,BOPE-CAVEIRA,0,1,SPAS-15,Shotguns,Reflex,None,Laser,None,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,17,Silver,Defender,1,0,GSG9-JAGER,1,1,416-C_CARBINE,Assault_Rifles,Reflex,Vertical,None,HeavyBarrel,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,82,Gold,Defender,1,0,GIGN-DOC,2,1,MP5,Submachine_Guns,Acog,Vertical,None,MuzzleBrake,P9,Pistols,None,None,None,MuzzleBrake,DEPLOYABLE_SHIELD
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,113,Gold,Attacker,0,1,BOPE-CAPITAO,1,1,PARA-308,Assault_Rifles,Acog,Vertical,None,HeavyBarrel,PRB92,Pistols,None,None,None,None,CLAYMORE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,77,Gold,Attacker,0,1,GIGN-TWITCH,0,1,F2,Assault_Rifles,Acog,Vertical,None,Suppressor,P9,Pistols,None,None,None,MuzzleBrake,BREACH_CHARGE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,73,Silver,Attacker,0,1,JTF2-BUCK,0,1,CAMRS,Marksman_Rifles,Acog,None,None,MuzzleBrake,MK1_9mm,Pistols,None,None,None,Suppressor,FRAG_GRENADE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,62,Unranked,Attacker,0,1,SAS-SLEDGE,3,0,L85A2,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,SMG-11,Submachine_Guns,RedDot,Vertical,None,Compensator,FRAG_GRENADE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,90,Unranked,Attacker,0,1,SAT-HIBANA,1,0,TYPE-89,Assault_Rifles,Acog,Vertical,None,Compensator,BEARING_9,Submachine_Guns,None,None,None,None,CLAYMORE
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,54,Silver,Defender,1,0,JTF2-FROST,0,1,9mm_C1,Submachine_Guns,Reflex,Angle,None,HeavyBarrel,MK1_9mm,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PC,SECURE_AREA,YACHT,1523059021,1,COCKPIT,Attacker,DefendersEliminated,133,43,Unranked,Defender,1,0,GIGN-ROOK,0,1,P90,Submachine_Guns,Reflex,None,None,HeavyBarrel,LFP586,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,58,Bronze,Attacker,1,1,NAVYSEAL-BLACKBEARD,2,0,MK17_CQB,Assault_Rifles,Acog,Vertical,None,Compensator,D-50,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,26,Silver,Defender,1,0,SAS-SMOKE,1,1,M590A1,Shotguns,None,None,Laser,None,SMG-11,Submachine_Guns,None,Vertical,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,27,Bronze,Attacker,0,1,SAT-HIBANA,1,0,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,RedDot,None,None,Suppressor,STUN_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,27,Bronze,Attacker,0,0,SAT-HIBANA,0,1,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,RedDot,None,None,Suppressor,STUN_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,12,Silver,Attacker,1,1,SWAT-THERMITE,0,0,556XI,Assault_Rifles,RedDot,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,12,Silver,Attacker,1,1,SWAT-THERMITE,1,1,556XI,Assault_Rifles,RedDot,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,41,Gold,Attacker,0,0,SWAT-RESERVE,2,1,556XI,Assault_Rifles,Spectator,Spectator,Spectator,Spectator,M45_MEUSOC,Pistols,Spectator,Spectator,Spectator,Spectator,FRAG_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,27,Bronze,Defender,0,0,SPETSNAZ-KAPKAN,1,1,9x19VSN,Submachine_Guns,Reflex,Vertical,None,MuzzleBrake,PMM,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,27,Bronze,Defender,0,0,SPETSNAZ-KAPKAN,0,1,9x19VSN,Submachine_Guns,Reflex,Vertical,None,MuzzleBrake,PMM,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,26,Silver,Attacker,1,1,SWAT-ASH,0,0,R4-C,Assault_Rifles,RedDot,Vertical,None,Flash,5.7_USG,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,41,Gold,Defender,0,0,NAVYSEAL-VALKYRIE,1,1,SPAS-12,Shotguns,EosHolo,None,None,None,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,32,Bronze,Attacker,0,1,SAS-SLEDGE,2,1,L85A2,Assault_Rifles,Acog,Vertical,None,Compensator,SMG-11,Submachine_Guns,None,Vertical,None,Compensator,FRAG_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,32,Bronze,Defender,0,0,GSG9-JAGER,0,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,Compensator,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,12,Silver,Attacker,1,1,SWAT-THERMITE,2,0,556XI,Assault_Rifles,RedDot,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,86,Gold,Defender,1,0,SWAT-PULSE,0,1,UMP45,Submachine_Guns,RedDot,None,None,None,M45_MEUSOC,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,58,Bronze,Defender,1,1,GIGN-ROOK,1,1,SG-CQB,Shotguns,None,None,None,None,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,24,Bronze,Attacker,1,1,GIGN-TWITCH,0,1,F2,Assault_Rifles,Acog,Vertical,None,None,P9,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,32,Bronze,Defender,0,0,GIGN-ROOK,1,1,MP5,Submachine_Guns,RedDot,Vertical,None,Suppressor,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,24,Bronze,Defender,1,1,GIGN-DOC,2,0,MP5,Submachine_Guns,None,None,None,None,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,26,Silver,Defender,1,0,SAS-SMOKE,0,1,M590A1,Shotguns,None,None,Laser,None,SMG-11,Submachine_Guns,None,Vertical,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,12,Silver,Defender,1,1,SPETSNAZ-KAPKAN,0,0,9x19VSN,Submachine_Guns,EosHolo,Angle,None,Compensator,GSH-18,Pistols,None,None,(null),None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,58,Bronze,Attacker,1,1,NAVYSEAL-BLACKBEARD,0,0,MK17_CQB,Assault_Rifles,Acog,Vertical,None,Compensator,D-50,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,12,Silver,Defender,1,0,SPETSNAZ-KAPKAN,0,1,9x19VSN,Submachine_Guns,EosHolo,Angle,None,Compensator,GSH-18,Pistols,None,None,(null),None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,86,Gold,Attacker,1,1,SPETSNAZ-FUZE,0,1,AK-12,Assault_Rifles,Reflex,Vertical,None,MuzzleBrake,GSH-18,Pistols,None,None,(null),None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,86,Gold,Attacker,1,1,SPETSNAZ-FUZE,1,0,AK-12,Assault_Rifles,Reflex,Vertical,None,MuzzleBrake,GSH-18,Pistols,None,None,(null),None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,58,Bronze,Defender,1,0,GIGN-ROOK,2,1,SG-CQB,Shotguns,None,None,None,None,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,26,Silver,Attacker,1,1,GSG9-IQ,0,0,AUG_A2,Assault_Rifles,Reflex,None,Laser,Flash,P12,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,26,Silver,Attacker,1,1,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,RedDot,Vertical,Laser,Flash,SMG-11,Submachine_Guns,None,None,None,None,FRAG_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,86,Gold,Attacker,1,1,SPETSNAZ-FUZE,1,0,AK-12,Assault_Rifles,Reflex,Vertical,None,MuzzleBrake,GSH-18,Pistols,None,None,(null),None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,154,26,Silver,Defender,1,1,SAS-SMOKE,0,0,M590A1,Shotguns,None,None,Laser,None,SMG-11,Submachine_Guns,None,Vertical,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,12,Silver,Defender,1,0,SPETSNAZ-KAPKAN,0,1,9x19VSN,Submachine_Guns,EosHolo,Angle,None,Compensator,GSH-18,Pistols,None,None,(null),None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,27,Bronze,Defender,0,0,SPETSNAZ-KAPKAN,1,1,9x19VSN,Submachine_Guns,Reflex,Vertical,None,MuzzleBrake,PMM,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,41,Gold,Defender,0,0,NAVYSEAL-VALKYRIE,0,1,MPX,Submachine_Guns,RedDot,Angle,None,Suppressor,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,24,Bronze,Defender,1,0,GIGN-DOC,0,1,MP5,Submachine_Guns,None,None,None,None,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,86,Gold,Defender,1,0,BOPE-CAVEIRA,1,1,M12,Submachine_Guns,Reflex,None,None,HeavyBarrel,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,32,Bronze,Attacker,0,1,SAS-SLEDGE,1,1,L85A2,Assault_Rifles,Acog,Vertical,None,Compensator,SMG-11,Submachine_Guns,None,Vertical,None,Compensator,FRAG_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,41,Gold,Attacker,0,1,SPETSNAZ-FUZE,0,1,6P41,Light_Machine_Guns,Reflex,Vertical,None,Flash,PMM,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,6,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,169,24,Bronze,Attacker,1,1,GIGN-TWITCH,0,1,F2,Assault_Rifles,Acog,Vertical,None,None,P9,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,24,Bronze,Attacker,1,1,GIGN-TWITCH,2,0,F2,Assault_Rifles,Acog,Vertical,None,None,P9,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,32,Bronze,Defender,0,0,GIGN-DOC,0,1,P90,Submachine_Guns,RedDot,None,None,HeavyBarrel,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,4,KITCHEN-DINING_HALL,Attacker,DefendersEliminated,89,41,Gold,Defender,0,0,NAVYSEAL-VALKYRIE,0,1,SPAS-12,Shotguns,EosHolo,None,None,None,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,58,Bronze,Defender,1,0,SWAT-CASTLE,0,1,UMP45,Submachine_Guns,None,Vertical,None,None,M45_MEUSOC,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,24,Bronze,Defender,1,0,GIGN-DOC,0,1,MP5,Submachine_Guns,None,None,None,None,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
